STATE,PROPERTYNAME,CITY,HH_RACE_WHITE_PCT,HH_RACE_BLACK_PCT,HH_RACE_AMINDALNAT_PCT,HH_RACE_ASIAN_PCT,HH_RACE_HAWAIIANPI_PCT,HH_RACE_OTHER_PCT,HH_RACE_HISPANIC_PCT,HH_RACE_NR_PCT
AK,BAYVIEW APTS. ASSOC. LP,SEWARD,83.30000305175781,-4.0,-4.0,0.0,0.0,0.0,0.0,-4.0
AK,"CORDOVA MEWS ASSOCIATES OF CORDOVA, LLC",CORDOVA,54.20000076293945,0.0,-4.0,0.0,0.0,0.0,-4.0,-4.0
AK,EAGLE RIDGE OF PALMER,PALMER,64.9000015258789,-4.0,-4.0,0.0,0.0,0.0,-4.0,-4.0
AK,"GATEWAY-SEWARD ASSOCIATES, LTD PTN",SEWARD,71.4000015258789,-4.0,-4.0,0.0,0.0,0.0,0.0,-4.0
AK,"GLACIER PARK-KETCHIKAN ASSOCIATES, LTD PARTNERSHIP",KETCHIKAN,82.5999984741211,-4.0,-4.0,-4.0,0.0,0.0,0.0,0.0
AK,HAMPSTEAD HEATH APTS,ANCHORAGE,35.20000076293945,18.200000762939453,17.0,-4.0,-4.0,0.0,-4.0,-4.0
AK,"HARBOR RIDGE-HOMER ASSOCIATES, LLC",HOMER,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0
AK,"HUNTER CREEK APTS. OF PALMER, LP",PALMER,81.80000305175781,-4.0,0.0,0.0,0.0,0.0,0.0,-4.0
AK,LOUSSAC-SOGN,ANCHORAGE,62.5,-4.0,-4.0,-4.0,0.0,0.0,-4.0,-4.0
AK,MLH MANOR,FAIRBANKS,51.400001525878906,-4.0,34.29999923706055,-4.0,0.0,0.0,0.0,-4.0
AK,MUNAQSRI SENIOR APTS ASSOC LP,NOME,-4.0,0.0,76.5,0.0,0.0,0.0,0.0,-4.0
AK,PARKVIEW-SOLDOTNA ASSOCIATES LP,SOLDOTNA,74.0999984741211,0.0,-4.0,0.0,0.0,-4.0,-4.0,-4.0
AK,SOUND VIEW ASSOCIATES,VALDEZ,65.0,0.0,-4.0,-4.0,-4.0,0.0,0.0,-4.0
AK,SPRUCE VIEW,ANCHORAGE,32.099998474121094,18.5,-4.0,-4.0,-4.0,0.0,14.800000190734863,14.800000190734863
AK,THE ADELAIDE,ANCHORAGE,55.900001525878906,-4.0,19.100000381469727,-4.0,0.0,0.0,-4.0,-4.0
AK,TRADEWINDS APTS. ASSOC. LP,UNALASKA,-4.0,0.0,0.0,-4.0,-4.0,0.0,-4.0,-4.0
AK,WILLOW POINTE LIMITED PARTNERSHIP,PALMER,73.0999984741211,0.0,-4.0,0.0,0.0,0.0,-4.0,-4.0
AL,ADAMS CROSSINGS FORMERLY BROWNSTONE APARTMENTS,BOAZ,70.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
AL,ADAMS RIDGE APARTMENTS,UNION SPRINGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
AL,ADDISON WAY,SELMA,-4.0,96.0,0.0,0.0,0.0,0.0,0.0,-4.0
AL,AHEPA 310 APARTMENTS,MOBILE,-4.0,-4.0,0.0,0.0,0.0,0.0,0.0,90.4000015258789
AL,ALABASTER BAY APTS FORMERLY WIREGRASS POINT APTS,DOTHAN,-4.0,42.29999923706055,0.0,0.0,0.0,0.0,0.0,-4.0
AL,ALAMEDA TERRACE APARTMENTS,BIRMINGHAM,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,ALEX PLACE,LIVINGSTON,-4.0,90.5,0.0,-4.0,0.0,0.0,0.0,0.0
AL,ALEXANDER TERRACE APARTMENTS,MOULTON,91.30000305175781,-4.0,0.0,0.0,0.0,0.0,0.0,-4.0
AL,ALEXANDER TERRACE APARTMENTS II,MOULTON,93.80000305175781,-4.0,0.0,0.0,0.0,0.0,-4.0,0.0
AL,ALFRED RADNEY APARTMENTS FORMERLY NORTHGATE APTS,ROANOKE,-4.0,81.0,0.0,0.0,0.0,0.0,0.0,-4.0
AL,ALICEVILLE ESTATES,ALICEVILLE,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,-4.0
AL,ALISON POINTE APARTMENTS,FOLEY,57.599998474121094,-4.0,0.0,0.0,0.0,0.0,-4.0,28.799999237060547
AL,AMBERWOOD,CENTER POINT,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,-4.0
AL,AMBERWOOD APARTMENTS,TROY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
AL,AMBERWOOD VILLAS FORMERLY AMBERWOOD,SULLIGENT,70.5999984741211,-4.0,0.0,0.0,0.0,0.0,0.0,-4.0
AL,AMESBURY,PELL CITY,-4.0,-4.0,0.0,0.0,0.0,0.0,0.0,79.5999984741211
AL,ANGELA MEADOWS,ALBERTVILLE,95.80000305175781,0.0,0.0,0.0,-4.0,0.0,0.0,-4.0
AL,ANNANDALE PARK APARTMENTS,ROBERTSDALE,68.0,17.5,0.0,0.0,-4.0,-4.0,-4.0,11.699999809265137
AL,ANNE PLACE,MOBILE,15.5,77.4000015258789,0.0,0.0,0.0,-4.0,0.0,-4.0
AL,ANNIE LEE GARDENS FKA SUNRISE MANOR,ARAB,87.19999694824219,-4.0,0.0,0.0,0.0,0.0,0.0,-4.0
AL,APARTMENTS AT RUSSEL ERSKINE FKA RUSSEL ERSKINE BUILDING,HUNTSVILLE,82.4000015258789,-4.0,0.0,0.0,0.0,-4.0,0.0,-4.0
AL,APPLEGATE APARTMENTS,FLORENCE,75.0,-4.0,0.0,0.0,0.0,0.0,0.0,-4.0
AL,ARBOR GATE APARTMENTS,BRIDGEPORT,-4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,ARBOR PARK,TALLADEGA,-4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,ARBORS BY THE BAY FKA NORTH FORK APARTMENTS,DAPHNE,52.70000076293945,-4.0,0.0,0.0,0.0,0.0,0.0,-4.0
AL,ARBOURS AT CANE CREEK F/K/A CANE CREEK APARTMENTS,ANNISTON,-4.0,-4.0,0.0,0.0,0.0,0.0,0.0,88.5
AL,ARDMORE SQUARE APARTMENTS,ARDMORE,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,ARLINGTON PARK,MADISON,-4.0,-4.0,0.0,0.0,-4.0,0.0,0.0,66.69999694824219
AL,ARTESIAN SPRINGS APARTMENTS,BRIGHTON,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,-4.0
AL,ASHBROOK,ALBERTVILLE,54.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0
AL,ASHLEY MANOR II,MOODY,91.0999984741211,-4.0,0.0,0.0,0.0,-4.0,0.0,0.0
AL,ASHLEY VILLAS FORMERLY MARTIN LUTHER KING VILLAS,MONTGOMERY,-4.0,94.9000015258789,0.0,0.0,0.0,0.0,0.0,-4.0
AL,ASHTON WAY APARTMENTS,OPELIKA,26.5,0.0,0.0,0.0,0.0,0.0,0.0,73.5
AL,ATHENS MANOR,ATHENS,-4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,ATHENS SQUARE,ATHENS,-4.0,45.70000076293945,0.0,0.0,0.0,0.0,0.0,-4.0
AL,AUSTIN SPRINGS APARTMENTS FORMERLY SANDY SPRINGS,SCOTTSBORO,67.30000305175781,-4.0,-4.0,0.0,0.0,0.0,0.0,29.100000381469727
AL,AUTUMN CHASE APARTMENTS,MOBILE,-4.0,71.0999984741211,0.0,0.0,0.0,-4.0,0.0,0.0
AL,AUTUMN RIDGE APARTMENTS,TROY,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,-4.0
AL,AUTUMNWOOD APARTMENTS,HANCEVILLE,-4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,AVON SQUARE,OZARK,44.400001525878906,42.599998474121094,0.0,0.0,-4.0,0.0,0.0,-4.0
AL,AVONDALE GARDENS,BIRMINGHAM,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,-4.0
AL,AZALEA POINTE APARTMENTS FKA VILLAGE GREEN APTS,MOBILE,-4.0,76.19999694824219,0.0,0.0,0.0,0.0,-4.0,22.200000762939453
AL,BANKHEAD COURT APARTMENTS,WINFIELD,52.900001525878906,-4.0,0.0,0.0,0.0,0.0,0.0,-4.0
AL,BANKHEAD TOWERS,BIRMINGHAM,15.199999809265137,84.0,-4.0,0.0,0.0,-4.0,0.0,0.0
AL,BARRINGTON PARC APARTMENTS,MOODY,-4.0,43.5,-4.0,0.0,0.0,0.0,0.0,33.70000076293945
AL,BAYOU BEND,BAYOU LA BATRE,-4.0,51.0,0.0,22.399999618530273,0.0,-4.0,0.0,-4.0
AL,BAYOU VILLAGE,BAYOU LA BATRE,32.099998474121094,38.5,0.0,29.5,0.0,0.0,0.0,0.0
AL,BAYTOWN SENIOR VILLAGE,SEMMES,77.0999984741211,22.899999618530273,0.0,0.0,0.0,0.0,0.0,0.0
AL,BAYVIEW ESTATES,ORANGE BEACH,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,BEAVER COVE,SCOTTSBORO,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0
AL,BEDELL VILLAGE,AUBURN,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,-4.0
AL,BEDFORD PINES APARTMENTS,BUTLER,40.0,53.29999923706055,0.0,0.0,0.0,0.0,-4.0,-4.0
AL,BELLE ISLE APARTMENTS,ROBERTSDALE,85.19999694824219,-4.0,0.0,0.0,0.0,0.0,0.0,-4.0
AL,BELLE VUE SQUARE,MILLBROOK,-4.0,-4.0,0.0,0.0,0.0,0.0,0.0,87.5
AL,BELLEMEADE APARTMENTS,MARION,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,-4.0
AL,BENNETT POINTE,THEODORE,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0
AL,BERKSHIRE APARTMENTS,MOBILE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
